Threads,Run1,Run2,Run3,Run4,Run5,Average
2,1.726945141,1.764334961,1.775767192,1.740367681,1.741167305,1.74971645600000000000
4,.896782026,.898011986,.892619040,.890219698,.879839241,.89149439820000000000
8,.459236205,.459776217,.462778363,.453149111,.446453717,.45627872260000000000
16,.334946059,.280162546,.269772352,.283709126,.272933525,.28830472160000000000
32,.302633039,.307620694,.303144244,.299844038,.303286958,.30330579460000000000
