Threads,Run1,Run2,Run3,Run4,Run5,Average
2,1.740406932,1.743320239,1.755297830,1.756319401,1.727078138,1.74448450800000000000
4,.894647188,.890525724,.897196234,.890889665,.882426882,.89113713860000000000
8,.465068644,.456959512,.456727605,.464218356,.469152574,.46242533820000000000
16,.383422578,.273465105,.270394132,.268770727,.269791676,.29316884360000000000
32,.425694249,.302887171,.305107146,.300867055,.304639128,.32783894980000000000
